context,question,answer
"17. 5. 1916. My dear mother,No mail has arrived since I lastwrote you but we expect one any day now as it is afortnight since the last.  Wesley & I broke the monotonythis week by going off to Ismailia for the day lastSunday",What is this about?,17
"22. 9. 1917My dear mother,There isn't very much news again, butI must send you along a few lines to show thatI am still thinking of you.  By the way, thatparcel arrived safely from the Candelo comfortsSociety & Jack's also.  Would you please convey mythanks to them, they were very acceptable",What is this about?,22
"12. 11. 1916 My dear mother,Your two most welcome letters ofSept 21st & 28th arrived safely this week, ratherlater than the rest of the mail as our New SouthWales letters are often a day or two behind the Victorianones.  Your letters have arrived very regularly now forsome time past & I am sorry that you were ratherworrying about them going astray as that occurredonly several months ago, & then they turned up in theend.  You were asking how long I was going to stayhere, my dear, well really it is very hard to answer, asone is very much under the Control of the Militaryauthorities & it very largely rests with them, otherwiseI don't think I would be here very long, althoughI suppose one would hardly care to turn his backon things at the present stage",What is this about?,12
"Dearest Mother & all at Home. Just a line to letyou know that I am well & am pleased tosay that I have just received another""bumper"" mail & have just read them allfor the second time or more. I am glad to knowThat Charl has a good job at last & hopeit will be permanent.  Tell him that Iam grateful to him for his bonzer letters &to Etus & family for their kindness in goingto such trouble for me.  In his letter heasks ""did Ben Cantor have charge of mygun when he got killed"", Tell him ""NoBen never had charge of my gun onany occassion",What is this about?,Dearest Mother & all at Home
"May 2, 1918 While on round to batteries was shelled with shrapnel.  Took cover in trench.  Fairly quiet rest of day.  Letter from Dulcie & lot of smoking tobacco from Edgar. 1",What is this about?,"May 2, 1918 While on round to batteries was shelled with shrapnel"
"Dear Miss AllenYour very welcomeletter of 31st Oct has just arrivedand I was very pleasedto receive it, and I trustthis answer will find yourmother & self in the best ofhealth. I am very very sorryto know you have receivedsuch cruel news anddeeply sympathise with youin your great loss.  May theknowledge that your brothersdied doing their most sacredduty bring your mother &self some measure of comfortrest assured, dear friendthat both are safe at restwith our beloved Master andthe memories of by-gonehappiness will help youboth to bear your greatloss. I will do my verybest dear friend to giveyou some information ofthem, and have alreadymet one man who knewyour elder brother, andfrom what he says, he wasvery popular with everyone.  All he could tell me only confirms the news youalready have",What is this about?,"Dear Miss AllenYour very welcomeletter of 31st Oct has just arrivedand I was very pleasedto receive it, and I trustthis answer will find yourmother & self in the best ofhealth"
"Friday, 26th March 1915.  Dear Eileen, A mail is leaving today for Egypt, M but I dont think there is a connecting one at Port Said next week for Australia; however I don't like to miss a chance.  I was able to get No 18 cor covering from March 3rd to March 22nd (page.  40 - 100. ) off on the latter date",What is this about?,"Friday, 26th March 1915"
"Fri.  Mar.  8, 1918 Weather: clear, colder Health: good Up at 6:00.  Reveille.  Do not fall out",What is this about?,Fri
"H. Qs 5th Aust.  DivNovember 14th 1917My Dear General. I want to expresson behalf of the 5th AustDiv.  & especially myself,our most hearty& Sincere Congratulationson your Promotion tothe rank of ""General""& also on your appointmentas A",What is this about?,H
"10.  10.  1918. My dear mother,I haven't written you a line sinceoperations commenced, simply because I havebeen too busy & now I just want to scratchyou a small note to say that I am well& everything is O. K",What is this about?,10
"Cortoon10th August, 1914My dear TomThough Eileenwrites you the news of ourdoings thought I would enclosea few words to let yousee you are in my thoughts. We have heard of your landingin Egypt & trust you arekeeping well.  Eileen receiveda letter from you Monday. Needless to tell she was delightedto get it, indeed weall enjoy hearing of you. Freda has just brought thenews the English have sunkfour German boats",What is this about?,"Cortoon10th August, 1914My dear TomThough Eileenwrites you the news of ourdoings thought I would enclosea few words to let yousee you are in my thoughts"
"Tue.  Jul.  9, 1918 Weather: Cloudy, Warm Health: Poor Up at 7:00.  Very much determined not to appear on the work squad, no matter what the cost to me.  Stomach feeling better and not wanting much breakfast, I make myself a few pieces of toast and have a cup of coffee",What is this about?,Tue
"April 2, 1918 Still have sore throat & very irritating cough.  Very nice day but windy.  No mail.  Pts.  [patients] evacuated",What is this about?,"April 2, 1918 Still have sore throat & very irritating cough"
mon tholss Lient Iighs Chourt rpent fine chap sn y three Comepte Copy Horfer Camphell Hosper of Nenw.  crctil Major or Atlot hovnge D. C. O Rop Reart an Drear MA tc and Maunie Guor.  I had a long you with latter out in desert Towler & myalf in Euey Canal to,What is this about?,mon tholss Lient Iighs Chourt rpent fine chap sn y three Comepte Copy Horfer Camphell Hosper of Nenw
"3rd Light Horse Field Ambulance,Anzac,October 17th 1915. My dear mother,This is my second letter to you fromAnzac, but I should not wonder if you receivedseveral together as postal arrangements from hereare, as must be expected, not so orderly as athome, as letters are collected here sent to the localpost office & from there daily to Lemnos fromwhence they are sent to Alexandria wheneverthere is a boat going & from there to Sydney orMelbourne.  And now of course the P.  & O.  &Orient services are a good deal disorganisedI have become accustomed fairly well to thelife here & as far as my health goes it suitsme very well",What is this about?,"3rd Light Horse Field Ambulance,Anzac,October 17th 1915"
"30. 8. 1918. My dear mother,I have missed some daysin writing to you this week as we have beenon the move & letter writing has been postponedfrom day to day.  In addition my writing paperhas run out & I have to use this scribblingstuff",What is this about?,30
"Mena Camp, Cairo. February 19, 1915.  My Dear Little Girl,There seems something familiarabout the date to-day.  I had almost forgottenbut & only remembered this afternoon when wecame in.  Fancy me 29 It seems terriblyold",What is this about?,"Mena Camp, Cairo"
"Wed.  May 29, 1918 Weather: Fair, Mild Health: Good Look for and find a fragment of bomb in hole 200 yds.  south of camp.  A jagged piece of steel, which means instant death if struck by it.  Up at 6:00",What is this about?,Wed
"More developments brewing but still continueto address Egypt - Major Parsons & his squadronhave arrived.  I walked 5 miles to see them - & aftera great hunt found Capt.  Sukman, Ragless wasaway on outpost about 1 miles further so didn'tsee him.  The gullies there reminded me of thosebetween the Oval (Houghton) & T. T",What is this about?,More developments brewing but still continueto address Egypt - Major Parsons & his squadronhave arrived
"Dear Dad,I have been goingto write to you lately, but sofar have had no oportunityuntil now, & even now havenot much time. We have just come out of theline for 2 or 3 days, & expectto go back again very soon. The bad weather may possiblyhold up the advance a little,which is a pity, for we weregoing ahead steadily and surely,& it was looking as if Fritzmust withdraw a good deal& find another line of resistance. It is very hard going, &seems to be getting worseevery day - new inventions,& harder fighting. Shall be glad when the Yankscome in & ease the pressurea little",What is this about?,"Dear Dad,I have been goingto write to you lately, but sofar have had no oportunityuntil now, & even now havenot much time"
"Sunday 28th November, 1914. Dearest MotherHope you got my last letter fromAden alright; I have not much to tell you thistime as the trip to here has been uneventfulAden is not much of a place, & certainlyno place for a white man to live in, altho' thereare some there.  The houses there are very muchlike those at Colombo & the inhabitants areJews, Somali's, & Arabs.  The place is themost hilly & rugged place one could imagine& the natives mostly travel in a ""jig jog"" trotlike Chinamen.  The vehicles are drawnby Camels & these creatures are very numerousThe Jews & Arabs came out to us in theirboats & sold good of all descriptions atof course impossible prices & came in forsevere handling of the chaps tongues",What is this about?,"Sunday 28th November, 1914"
"Tuesday.  Very hot Routine work in the morningAfter lunch I went to Alexandriawith Lt.  [[McGuire?]] to play tennisThe courts which are near therace course are splendid Every convenience, fine lavatoriesbathrooms showers, niggers to chaseballs afternoon tea etc.  We had somegreat games.  There are about tenCourts all in good order",What is this about?,Tuesday
"I have a sort of feeling that this part won't lastmuch longer - but I sincerely hope to be well in atthe 'kill' - I want to avenge Gordon Munro - I havenot yet had the close quarter opportunity - but ifGod permits - when I do - I will show I have notforgotten I will do my best to give my little bitin helping to blot out the remembrance of Belgium,Serbia, & Gallipoli. Love to all - & best of good wishes &cRollo",What is this about?,"I have a sort of feeling that this part won't lastmuch longer - but I sincerely hope to be well in atthe 'kill' - I want to avenge Gordon Munro - I havenot yet had the close quarter opportunity - but ifGod permits - when I do - I will show I have notforgotten I will do my best to give my little bitin helping to blot out the remembrance of Belgium,Serbia, & Gallipoli"
"France,9/4/16.  Dearest Mother & Father, Just a line to let you know that since I last wrote my address has been altered slightly.  It is now:- No.  Name, 21st Infantry Battalion, A. I",What is this about?,"France,9/4/16"
"Wed.  Jun.  12, 1918 Weather: Fair, Warm Health: Good Hike 19 Kilometres to . .",What is this about?,Wed
"BILLIET'SGrand Coffee Palace,ADELAIDE.  Hindley Street, Sunday it doesn't say you haven't left there. I wish you were in England oranywhere, safe, till the war was over. I also see in the Paper that thesoldiers would appreciate thoseknitted flannels, so I hope youvegot the two I sent you a few mailsback.  Im dying for the days topass and poor Linda wants themto go slowly so as she can have Leowith her longer",What is this about?,"BILLIET'SGrand Coffee Palace,ADELAIDE"
"April 21, 1918 (Sunday) Stayed about mess all day.  Like fine.  Read The Prospector.",What is this about?,"April 21, 1918 (Sunday) Stayed about mess all day"
"Gaba Tepe30th June 1915Dearest Mother & all at HomeJust a brief note to letyou know that I am quite well, & hope you are the same. We are still holding this place without any troublewhatever, & waiting for the retreating Turks from theSouth & then we will mow them down with ourshrapnel & lyddite.  They have made lyddite for our18 pounders now, & we stir the Turks gun pits & trenchesup with it, its just lovely.  Down at Cape Helles,it is our incessant bombardment night & day & theysimply have to be shelled out of concrete trenches. The Turks are in honeycombs in the hill downthere & the British are going to blow it up",What is this about?,"Gaba Tepe30th June 1915Dearest Mother & all at HomeJust a brief note to letyou know that I am quite well, & hope you are the same"
"Sun.  Jul.  7, 1918 Weather: Fair, Warm Health: Poor Find my first cootie in my shirt.  Eat my sandwich and when the next patrol is out, I get into one of their bunks to finish a night's rest very much broken up.  At 3:00, I hear the dull boom of a distant barrage to the right",What is this about?,Sun
"Sat.  Jun.  8, 1918 Weather: Fine, Warm Health: Good On Hike.  .",What is this about?,Sat
"Sun.  Dec.  30, 1917 Weather: very cold, dry Health: cold slightly improved Up at 6:45.  Roll call.  Breakfast, cornflakes, bacon, hard boiled eggs, coffee",What is this about?,Sun
"New Zealand House,413 StrandLondon, W. C. My dear GeneralMy heartiest congratulationson your well deservedhonour, long mayyou be able toadvance on yourdistinguished careerCarrying with youAll sincere & heartfelt admirationof those who areable best to judgeWith these bestregards to LadyBirdwood &Yourself & familySincerelyYours, Theskael Eroze",What is this about?,"New Zealand House,413 StrandLondon, W"
"Wednesday Jan.  30, 1918 Weather: cold, clear Health: good Up at 6:00.  Reveille.  Breakfast, shredded wheat biscuits, baked apple, coffee.  Water detail",What is this about?,Wednesday Jan
"Thursday Jan.  17, 1918 Weather: fair, mild Health: good Up at 6:00.  Reveille.  Breakfast, corn meal mush, syrup, 2 apples, toast and butter, black coffee.  No milk to be had at camp nor at PE or AM&C",What is this about?,Thursday Jan
"April 26, 1918 Ready for breakfast when a H. V.  [high-velocity shell] got a direct hit on our house.  Buried 6 men but no one hurt.  Officers were all covered by dust and glass",What is this about?,"April 26, 1918 Ready for breakfast when a H"
"SPECIAL ORDER OF THE DAY.  GENERAL HEADQUARTERS, 21ST DECEMBER, 1915.  The Commander-in-Chief desires to express to all ranks in theDardanelles Army his unreserved appreciation of the way in which the recentoperations, ending in the evacuation of the ANZAC and SUVLA positions, have beencarried to an issue successful beyond his hopes.  The arrangements made for withdrawal,and for keeping the enemy in ignorance of the operation which was taking place, couldnot have been improved.  The General Officer Commanding Dardanelles Army, andthe General Officers Commanding the Australian and New Zealand and 9th ArmyCorps, may pride themselves on an achievement without parallel in the annals of war",What is this about?,SPECIAL ORDER OF THE DAY
"Mon.  Dec.  31, 1917 Weather: coldest day of the year Health: my cold is a little worse Up at 8:00 but doze and talk and lie in bed until nearly 11.  Aaron calls up to say that Tom and Abe have not come to work and that Marshall wants to go home, he too being so cold that he sits on radiator.  This frightens and disappoints Leah and me greatly",What is this about?,Mon
"We are anxious to take the initiative - & hence our delight in being told we're to go to Rail-head - a place in rear of Habeita.  49 & 50 are under orders - but so far we can only conjecture what'll follow. If we give them a hiding now, it will free Egyptfrom the Turkish menace - & set the A. I. F",What is this about?,We are anxious to take the initiative - & hence our delight in being told we're to go to Rail-head - a place in rear of Habeita
"9th Light Horse Regiment,Heliopolis,31.  1.  1916. My dear mother,The mail this week was rather disappointingas it brought me no letters but I fancy it was nota regular one but just a small batch, but onenquiring one night at the hospital if there wereany letters for me I was presented with your cablewhich gave me great distress of mind on accountof the needless anxiety you suffered.  I knew thatthe illness of any officers from Gallipoli wasimmediately sent home but did not think thatsuch a trifling indisposition as mine would bedispatched or I should certainly have anticipatedthe cable from the military authorities by one of myown stating the facts",What is this about?,"9th Light Horse Regiment,Heliopolis,31"
"Sat.  Jan.  19, 1918 Weather: clear, mild Health: good Up at 5:30 before whistle blows.  Reveille at 6:15.  Make bed and wash before breakfast",What is this about?,Sat
"April 11, 1918 Above lady & child doing well.  Sent to Hazebrouck to hospital.  Nothing doing rest of the day but sitting around camp helping to feed refugees.  Last of refugees were sent away at 6:30 p. m",What is this about?,"April 11, 1918 Above lady & child doing well"
"My Dearest Mother & all at Melbourne,I suppose you have been wonderinghow I spent Xmas Day away from home, well, I mustsay that we have not only fared magnificently, butwonderfully.  I could scarcely have believed that sucha feast as we had, could have been prepared & cookedin the Sahara Desert.  First, we exercised, watered & fedour horses, then we had a Breakfast of Chops, Eggs, Steak& Toast with Coffee (good) to drink, Then we were allowedto take it easy & get ourselves ready for Dinner & we filledin the time by cleaning out the tents & adorning the placewith all kinds of decorations.  Our tents are quite differentto the ones we had at Broadmeadows.  They are large tentsabout 20 feet long & 12 feet broad and are double to allowthe air to pass all around & they are beautifully cool, Wellwe have lined the outside portion of the ground withwhite stones & the men have made incriptions & drawingson the sand & some of the designs are magnificent",What is this about?,"My Dearest Mother & all at Melbourne,I suppose you have been wonderinghow I spent Xmas Day away from home, well, I mustsay that we have not only fared magnificently, butwonderfully"
"My Dearest Mother & all at Home,Well, here I am in England. Who would have thought that Iwould ever get so far round theworld 2 years ago? Well, anyhowhere I am, so anything is possibleafter this. Now to tell you my story,starting from the 18th StationaryHospital at Lemnos Island. As soon as I was convalsocent,I was sent to the LowlandCasualty Clearing Hospital towait for a boat to take me toeither England or Australia, asthis is the usual course adopted with all Enteric Cases.  Somemisunderstanding arose thro'wrongly reading a MilitaryOrder which concerned theAustralian & New ZealandersThe order was to the effectthat ""no disabled Australiansor New Zealanders were to besent to England, but were tobe sent to Australia, & the18th Hospital Authoritiesevidently thought that EntericCases came under this heading& so we had to miss the boatwhich we were previouslybooked for, whilst their errorwas rectified, & so we cameon the big ""Aquitania""",What is this about?,"My Dearest Mother & all at Home,Well, here I am in England"
"Battle of Amiens The Battle of Amiens (8-11 August 1918) heralded the start of the Hundred Days campaign, a four-month period of Allied success.  After surviving the German Spring Offensives, Allied forces launched a counter-punch of their own and from the summer of 1918 onwards, they were constantly on the advance.  Through the harsh experiences of the past the Allies had developed advanced operational methods that best used the materiel power at their disposal.  The British Expeditionary Force (BEF) was at the forefront, combining scientific artillery methods and flexible infantry firepower with the use of tanks and aircraft.  These combined arms methods were to form a blueprint for the future",What is this about?,"Battle of Amiens The Battle of Amiens (8-11 August 1918) heralded the start of the Hundred Days campaign, a four-month period of Allied success"
"April 1, 1918 Was assigned a ward today.  Have had 7 or 8 cases.  All to be evacuated soon.  Very nice day but a little chilly.  Have a slightly sore throat",What is this about?,"April 1, 1918 Was assigned a ward today"
"The Official War Historian of the CommonwealthGovernment (Dr.  C.  E.  W.  Bean), after his study of thecollection of private war records preserved in the AustralianWar Memorial Library, wrote:The private diaries in this collection furnish some of its mostvaluable historical records, but, like all private memoirs which werenot compiled with any historical purpose, they should not beregarded as first hand evidence except where it is certain that theyare so",What is this about?,The Official War Historian of the CommonwealthGovernment (Dr
"Dearest Mother & all at Home,Just a line tolet you know that I am still progressingfavourably & as you can see by theabove address, that they have movedme.  It is only 100 yards or so from theother hospital I was in, but we havebeen sent here to await the boat &also to make room for other Entericpatients as they are pressed for room. I missed the Mauretania afterall, through them changing the Drsjust when Scott had sorted out hispatients who were to go away & thenew chap said that he did notwant any patients sent away forat least a week so that he mightbecome acquainted with their condition so this settles us for the MauretaniaThen we were told that AustralianEnterics dont go to England, but overto Alexandria & then home to Australia& then when we got here, we were toldthat we were being sent to Englandon the Aquitania a sister shipto the Luisitania & she is expectedin here to-day.  Of course she is anhospital boat & can carry 1700patients, but who to believe asto where we are going, I dont know. Some say that Enterics aresent home, others say that theygo to England & then used forhome defence, & others say that noEnterics are allowed to go to theFront again",What is this about?,"Dearest Mother & all at Home,Just a line tolet you know that I am still progressingfavourably & as you can see by theabove address, that they have movedme"
"Thu.  Jun.  27, 1918 Weather: Fair, Warm Health: Good My First Wedding Anniversary Up at 6:00.  Stand on guard for 10 minutes or so.  Corporal calls it off then",What is this about?,Thu
"1918HEADQUARTERS,FIFTH ARMY,B. E. F. , FRANCE. 11 November, 1915My own darlingest,Victory at last! After all these long 4years! I have never for a moment doubted it,but at times it seemed so very far off, that itseems almost impossible to realise that now itreally has come",What is this about?,"1918HEADQUARTERS,FIFTH ARMY,B"
"10. 8. 1917. My dear mother,I think in my last note I gave youmy address as D. A",What is this about?,10
"Mena CampFebruary 3rd, 1915WednesdayLetter No 12My Dear Little GirlNo mail received this week.  As it none wasexpected it is not so disappointing as itmight be.  There seems to be lots of interestat least interesting to us to tell you thisweek.  First of all the 7th & 8th battalions havegone to Ishmalia today.  The next likelyto be sent are the 5th & 6th This would completethe 2nd Brigade (Victoria)",What is this about?,"Mena CampFebruary 3rd, 1915WednesdayLetter No 12My Dear Little GirlNo mail received this week"
"Thu.  Jan.  3, 1918 Weather: cold, clearHealth: good, best night since arrival Up at 6:00.  Reveille at 6:15.  Breakfast 6:30",What is this about?,Thu
"May 14, 1918 While attending D battery sick parade, the Hun dropped a 5. 9 in.  shell just outside the barn.  Killed one man outright.  He then began shelling the farm in general",What is this about?,"May 14, 1918 While attending D battery sick parade, the Hun dropped a 5"
"H. M. S.  IonianMudros BayLemnos IslandMarch 23rd, 1915.  I feel awfully pleased having got No 18off",What is this about?,H
"May 9, 1918 Made rounds to wagon lines.  Left for new H. Q.  which are between Vlamertinge & Dikkebus.  In plain view of Kemmel",What is this about?,"May 9, 1918 Made rounds to wagon lines"
"Dear Mr Hunt, I expect you have heard at the office about me being in England suffering from gas poisoning, and as it is quite a long time since I last wrote to you, no doubt a few lines will be acceptable, to explain matters.  We left the trenches at Vimy Ridge on July 5th, and marching back about 14 miles we eventually reached a village named Ostreville for the purpose of having a divisional rest.  The signallers thought an orchard would be very convenient to erect bivouacs in, so when we were busy carrying out this idea an old Frenchman appeared at the scene, and raised objections.  However he agreed at last to allow us in at one end of the orchard, thinking, I suppose, that we would wander about his place! We had an enjoyable time here for six days, and then had to return to our old billets near Mount St.  Eloi until the whole of the division had retired",What is this about?,"Dear Mr Hunt, I expect you have heard at the office about me being in England suffering from gas poisoning, and as it is quite a long time since I last wrote to you, no doubt a few lines will be acceptable, to explain matters"
"1. 10. 1917. My dear mother,No Australian mail yet& I suppose you find it exactly thesame in regard to mail from Egypt. Since I last wrote we made a smallreconnaissance, which I spent undermore favorable conditions than at anytime previously, as I went out & returnedin a motor Ambulance, & used the sameas a bedroom at night & office by day,so that altogether I had quite a goodtime",What is this about?,1
"Tue.  Jan.  1, 1918 Weather: coldHealth: my cold is about the same Up at 11.  We are very lazy.  I take a bath with my wrist watch on",What is this about?,Tue
"9th LH.  Regt. ,22. 3. 1916",What is this about?,9th LH
"I must thank you for the cigarettes you sent me, I received them with your letter last night, and I was just on bankruptcy as regards fags, so you can consider you have saved my life.  So you are going to have a (pigeon) kill off to reduce numbers, well, theyll come in handy for the homing pigeon fund, that is if you dont want them for yourselves.  Dad has had my place lime-washed out, he says it looks quite smart again.  I think there are only four old birds and two youngsters there now.  The bombs from the Zeps (Zeppelins) shook you up then, they make a nice little row dont they",What is this about?,"I must thank you for the cigarettes you sent me, I received them with your letter last night, and I was just on bankruptcy as regards fags, so you can consider you have saved my life"
"Dear Father & Mother. We are just going to move forward we don'tknow exactly where - but judging by the training ourDiv.  has been through - we're going to do something. Fritz is back the other side of Bapaumehow far back we don't know - but we are goingto shove him back as far as we can.  In a fewhours we expect to be on the move, and as we aretravelling full marching order & as light as possibleone has to dump all his surplus Kit",What is this about?,Dear Father & Mother
"Mena Camp, Cairo. January 22nd, 1915. My Darling Little GirlAnother letter day has come& gone, with it, your Christmas Eve letter,a couple of Henley programmes & a letter fromJack O'Connell.  I haven't heard from Campbellyet, but as he was in Sydney at Xmas I supposeit will be a fortnight or so before I hearfrom him.  I can't understand why youhad not received my Colombo or Adenletters by Christmas Eve",What is this about?,"Mena Camp, Cairo"
"My dearest Mother & all at home, Your welcome letter of 9/5 just to hand.  Am glad you are getting some of my letters.  There is no sign of the parcel as yet, but I live in hopes.  I have some very good news.  Les will not be going back to France for at least another month",What is this about?,"My dearest Mother & all at home, Your welcome letter of 9/5 just to hand"
"9th L. H Regt. Heliopolis,16.  2.  1916",What is this about?,9th L
"9th Light Horse RegimentAnzac30. 10. 1915. My dear mother,It is Sunday again - anotherweek has flown past, leaving me, I am thankful tosay, in good health & spirits.  At the beginning oflast week the weather became very cold as thewind changed round to the North & here that isthe direction of the cold winds as they comefrom the Balkan mountains",What is this about?,9th Light Horse RegimentAnzac30
"Tue.  May 7, 1918 Weather: Raining, Cold Health: Good, Slight headache Up at 6:15.  Arrive last on mess line.  Served ahead of other men.  Find time to fuss around in billets with ordering barracks bag and folding blankets, scraping mud from shoes, etc",What is this about?,Tue
"Dear Father & Mother, -Just had word from Dad -(20. 12. 16) which puts me on pins & needles for it statesthat G was likely to be on the ""Omrah"" which issupposed to be due in London on the 14th - & mostunfortunately on that date we go back to the frontfor our second tour.  So it will not be possible forme to dream of getting leave for another 10 or 11days - so you can imagine how I feel. However the Omrah may bedelayed, that might to mean that when I getto England G",What is this about?,"Dear Father & Mother, -Just had word from Dad -(20"
"1st May 1915 laterI joined in the general advance.  which consisted mainlyas far as I could see of the 4th Bn, although there werea lot of 2nd Brigade men with them too.  We advancedO. K.  to the top of the hill & then we had rifle fire fromthe front & deadly machine gun fire from the right flank",What is this about?,1st May 1915 laterI joined in the general advance
"23. 2. 1917 My dear mother,Once again in the Ambulance in ourold camp, having a quiet peaceful time.  I openedthe parcel you sent me in the cake tin I rememberso well & thoroughly enjoyed exploring it's mysteries. The cake, my dear, as usual was a beauty & we hadit for afternoon tea for several days",What is this about?,23
"Thu.  Aug.  8, 1918 Weather: Fair, Warm Health: Good Hike 3 kilos to . .",What is this about?,Thu
"Sun.  Dec.  23, 1917 Weather: fair, cold Health: sore throat, eyes, and nose Up at 6:45.  Roll call.  Breakfast, orange, pettijohns, hash, coffee",What is this about?,Sun
"9th L.  H.  RegimentAnzacDecember 6th 1915.  My dear mother,I am writing under very different conditionsfrom last week as the snow has cleared away & the weatheronce again gloriously fine & warm in the daytime with slightlyC cold nights.  The snow lay on the ground for severaldays, much longer than I have ever seen in Cooma excepton the main mountain ranges & while it remained thedays were very cold & the ground a veritable quagmire inthe day & a skating rink at night when it frozeFortunately it has gradually become warmer & the groundhas dried so that today I am enjoying a splendid sunbath",What is this about?,9th L
"May 11, 1915. My dear Father & Mother- I had a nasty jar yesterday when Iheard that Teddy Townshend had been killed.  He wasabout the best friend I had in the force. I find myself dreaming a lot at night now & all on themost calm & peaceful subjects.  I feel most annoyedwhen waking to hear the rattle of musketry & roarof guns",What is this about?,"May 11, 1915"
"April 4, 1918 Left at 8:30 a. m.  for the trenches.  Went to Armentieres.  Stopped in the ruins of houses while a strafe was on",What is this about?,"April 4, 1918 Left at 8:30 a"
"May 13, 1918 Nothing doing all day except usual days work.  No mail.",What is this about?,"May 13, 1918 Nothing doing all day except usual days work"
"France, 28/5/1916.  Dear Perce, I have not had a letter from you yet but I know they are delayed somewhere.  I met Mr Heathcote, and he had a letter from you dated 6/3/16.  He was very glad you remembered him.  I suppose you know Mr Langford by this",What is this about?,"France, 28/5/1916"
"Dearest Mother & all at Home,Just a line to let you know thatI received your most welcome letter to-day, also one fromdear Mab, one from Charl, also an ""Australasian"" from him& a ""Table Talk"" from Mab, & May Tilton wrote me a nicelong letter too, as well as enclosing an envelope & piece ofwriting paper, which is most welcome as writing materiel issimply a treasure here, and envelopes cannot be boughtfor .  I also received your writing materiel as well & I amnow availing myself of it, altho' I cannot give you a greatdeal of news, worst luck, but what I do, is fairly good & I amglad to say that we are nice & ""comfy"" & are just waiting forthe word ""go"" & we are going to thrash the Turks off the faceof the Peninsular altogether.  General Legge came into my GunPit the other day, & told us that the Artillery would be quitesufficent to shift the Turks from their present position, &all one had to do after this little performance would be,to go out with a cane & bring in those that were not killedas prisoners.  Our howitzer artillery are doing magnificentwork & when the shells burst in the Turks trenches, it isjust like a miniature earthquake.  I only wish we werearmed with them instead of what we already have, altho' our Guns are doing very good work & cause the Turks a lot oftrouble",What is this about?,"Dearest Mother & all at Home,Just a line to let you know thatI received your most welcome letter to-day, also one fromdear Mab, one from Charl, also an ""Australasian"" from him& a ""Table Talk"" from Mab, & May Tilton wrote me a nicelong letter too, as well as enclosing an envelope & piece ofwriting paper, which is most welcome as writing materiel issimply a treasure here, and envelopes cannot be boughtfor"
"Sat.  Mar.  16, 1918 Weather: mild, clear Health: good Up at 5:30.  Make bed, wash.  Reveille, breakfast",What is this about?,Sat
"Dear Mr Hunt, I was very pleased to receive your letter for which many thanks.  It took nearly a fortnight to reach me as I have changed about a good deal lately from one division to another and it has followed me around.  I am pleased to say I am still keeping very fit and going on in about the same way.  I think the last time I wrote we were living in trucks.  Well we have now moved into huts about ten feet square, which are very comfortable although not quite as large as the trucks",What is this about?,"Dear Mr Hunt, I was very pleased to receive your letter for which many thanks"
"Dearest Mother & Father,The mail has been extended untiltomorrow, so I shall give you theabsolute ""last edition"" news. First of all, I am quite well andin the best of spirits, - something whichI know you most want to hear eachmail.  That great thing expectation hasbeen at work during the past week, andit is the one thing, which prevents thismilitary life from becoming irksome.  Theexpectation of ""something doing"" at anytime, an impending mail from dearold Melbourne, or of seeing new placesand new things keeps us always fromnoticing hardships, fatigue or monotony. The mail has not yet come, but itis only a matter of days, they say",What is this about?,"Dearest Mother & Father,The mail has been extended untiltomorrow, so I shall give you theabsolute ""last edition"" news"
"Dearest Mother & Father, There is a mail closing here this evening for Melbourne, so I am giving you the latest news.  I am glad to say I am feeling A1 now and am getting up tomorrow for a walk on the grounds.  The hospital was formerly an Asylum, and it has splendid gardens, a sports ground, and a Concert hall.  This part of Surrey is said to be very pretty.  I shall be able to tell you more of this in a week or so's time",What is this about?,"Dearest Mother & Father, There is a mail closing here this evening for Melbourne, so I am giving you the latest news"
"9th LH Regiment. 19. 4. 1916 My dear mother,Another mail arrivedtoday containing two letters fromyou which I was very glad to receive butsorry that you did not seem too well or intoo good spirits in your last (9. 3",What is this about?,9th LH Regiment
We laid our wire ok but Cox stopped a bullet 9. 15right through his stomach - but tho in great pain hetook it like a Briton - he was one of my old platoon. Nos.  9 & 10 have done most of the wire laying so farAt present I am acting OC of C Company - but Iwill be out again tonight to finish the wire -as Idon't like asking the men to do a risky job withoutdoing my share too.  I read my mail,What is this about?,We laid our wire ok but Cox stopped a bullet 9
23-6-1917.  H. MS.  TriadMy dear BirdwoodI must write you a line to congratulateyouon your K. C,What is this about?,23-6-1917
"Dear Father & Mother, -You will have to excuse a verybrief note today; - we are exceedingly busy- never anhour to ourselves - getting ready for the ""Spring"". A mixture of news today - Wehave got Bapaume, Achet le Petit, le Transloy,& now the Russian Revolution which we hope willbetter our positionOn the other hand we hearrumors of a German push in Belgium.  I hopewe get a look in before things finish down here. for I am keen on having a look at historic Cambrai. Mesopotamia news too issplendid - the tail of the British Line gettingstiffer and stiffer - & is rising gradually to perpendicular",What is this about?,"Dear Father & Mother, -You will have to excuse a verybrief note today; - we are exceedingly busy- never anhour to ourselves - getting ready for the ""Spring"""
